city,osmid,length_m,highway_type,lanes,speed_limit,is_oneway,intersection_density,highway_risk_score,poi_schools,poi_hospitals,poi_markets,poi_bus_stops,poi_fuel,poi_total,annual_rainfall_mm,avg_temp_c,fog_days_per_year,pop_density_km2,urban_share_pct,risk_road_type,risk_intersection,risk_poi,risk_lanes_speed,risk_score_raw,is_blackspot,expected_accident_rate,expected_accidents,intersection_multiplier,poi_multiplier,adjusted_accidents,accidents_per_500m,rf_risk_score,xgb_risk_score,predicted_label,cat_risk_score,cat_predicted,xgb_risk_score_v2,xgb_predicted_v2,morth_predicted,risk_archetype,archetype_name
Pune,191969130,70.1,trunk,1,40,0,15,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.7570800000000001,1.8,1.0,1.3627440000000002,9.720000000000002,0.9812902847823556,0.9999447,1,0.9999968070860166,1,0.4609516,0,1,-1,Uncategorised
Pune,1308780506,132.7,primary,1,40,1,14,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.08814,1.8,1.0,1.958652,7.38,0.9887924843263208,0.9935453,1,0.9999791298413682,1,0.9201824,1,1,1,Long Arterial Segment
Pune,106751128,426.0,trunk,2,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,4.6008,1.0,1.0,4.6008,5.4,0.9224945883512268,0.99986815,1,0.998583659236223,1,0.5469033,1,0,-1,Uncategorised
Pune,616651483,34.0,primary,3,40,1,17,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.2787999999999999,1.8,1.0,0.50184,5.0184,0.8903366479201827,0.5719238,1,0.7797803069003274,1,0.94696856,1,1,-1,Uncategorised
Pune,240769572,57.5,trunk,1,40,0,10,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.621,1.8,1.0,1.1178,9.720000000000002,0.9870550402764778,0.9999069,1,0.9999960114106315,1,0.6430231,1,1,-1,Uncategorised
Delhi,77769984,230.2,secondary,1,40,1,22,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,1.2891199999999998,1.8,1.0,2.320416,5.04,0.9798664299988784,0.9963972,1,0.9879198943377632,1,0.8175558,1,1,-1,Uncategorised
Pune,158525179,41.3,primary,1,40,0,44,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.3386599999999999,1.8,1.0,0.6095879999999999,6.095879999999998,0.9616329279422724,0.99802667,1,0.9894088836626905,1,0.24179292,0,1,1,Long Arterial Segment
Pune,304941815,75.8,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,0.6215599999999999,1.24,1.0,0.7707343999999998,5.083999999999999,0.981748788185856,0.9974867,1,0.9478878187564649,1,0.49761426,0,0,-1,Uncategorised
Delhi,1312753970,32.3,secondary,1,40,1,19,4,1,0,11,4,0,19.8,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.1808799999999999,1.8,1.99,0.64791216,6.4791216,0.9718881819694648,0.989393,1,0.9722981543417171,1,0.9368074,1,1,0,Monsoon-Exposure Segment
Delhi,171518053,42.3,secondary,1,40,1,21,4,1,3,0,0,1,5.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.2368799999999999,1.8,1.295,0.5521672799999999,5.521672799999999,0.9530334199568384,0.84316415,1,0.7891068556425845,1,0.32797214,0,1,-1,Uncategorised
Pune,856587134,36.2,trunk,4,40,1,13,6,0,0,2,0,1,3.4000000000000004,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,0.39096,1.8,1.17,0.8233617599999999,8.233617599999999,0.9787093133768764,0.9977725,1,0.9993095002435619,1,0.94829005,1,1,-1,Uncategorised
Pune,217631140,101.2,trunk,1,40,0,6,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.09296,1.48,1.0,1.6175807999999998,7.991999999999998,0.98494984578854,0.99992406,1,0.9997087520813281,1,0.5476995,1,1,1,Long Arterial Segment
Delhi,"[1118736288, 1353607107, 1353607108, 1353607109, 1353607114, 1118736285, 1427894417, 1427894421, 1427894429]",1903.5,trunk,3,100,1,16,6,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,1,3,1,10.8,20.557800000000004,1.8,1.0,37.00404000000001,9.720000000000002,0.9956772316238206,0.99975485,1,0.9999986190571705,1,0.99827194,1,1,-1,Uncategorised
Delhi,31058508,93.9,secondary,1,40,1,13,4,2,3,1,5,0,12.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.5258400000000001,1.8,1.645,1.5570122400000002,8.2908,0.9869531588884348,0.99078333,1,0.9999329817728294,1,0.80550313,1,1,-1,Uncategorised
Delhi,29534879,46.3,trunk,1,40,1,22,6,3,2,0,2,0,8.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,10.8,0.50004,1.8,1.445,1.3006040400000003,13.006040400000003,0.9883584582606656,0.9962782,1,0.9999969681858588,1,0.8052674,1,1,-1,Uncategorised
Pune,978555168,49.8,trunk,1,40,1,4,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,0.53784,1.32,1.0,0.7099488,7.099488,0.9922274617593212,0.9993961,1,0.9996421881260465,1,0.8643293,1,0,3,Healthcare Corridor Risk
Delhi,37751254,29.3,primary,1,40,1,26,5,0,0,1,5,0,6.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,0.24026,1.8,1.315,0.56869542,5.686954199999999,0.9255143961034988,0.96519953,1,0.8130974967878386,1,0.7083552,1,1,-1,Uncategorised
Pune,1187341116,2797.0,trunk,2,80,1,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,30.207600000000003,1.0,1.0,30.207600000000003,5.4,0.995981034011258,0.9998572,1,0.9989731296696976,1,0.9982792,1,0,-1,Uncategorised
Pune,"[253455818, 253455821, 253455823]",395.8,trunk,2,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,4.274640000000001,1.0,1.0,4.274640000000001,5.4,0.9254899739376584,0.99986815,1,0.998583659236223,1,0.5469033,1,0,-1,Uncategorised
Delhi,202830265,124.5,secondary,2,40,1,8,4,1,2,0,3,1,7.7,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.6971999999999999,1.64,1.385,1.58362008,6.35992,0.9815860430518252,0.9700512,1,0.9890242537695524,1,0.74139404,1,1,0,Monsoon-Exposure Segment
Pune,166866280,248.3,trunk,1,40,0,2,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,2.68164,1.16,1.0,3.1107024,6.264,0.9470581385083484,0.99975055,1,0.9983132976305958,1,0.2608838,0,0,1,Long Arterial Segment
Pune,318257505,84.2,secondary,1,40,0,17,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.47152,1.8,1.0,0.848736,5.04,0.9586088857008552,0.99865365,1,0.9745719542996029,1,0.5216904,1,1,-1,Uncategorised
Pune,23489035,190.7,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.5637399999999997,1.24,1.0,1.9390376,5.084,0.9820025419779488,0.9975284,1,0.9500553186517214,1,0.575939,1,0,-1,Uncategorised
Delhi,488174454,181.0,primary,1,40,1,60,5,1,0,0,7,0,8.5,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,1.4841999999999995,1.8,1.425,3.8069729999999993,10.516499999999995,0.9679425988328202,0.92217416,1,0.9999993392463128,1,0.73821855,1,1,0,Monsoon-Exposure Segment
Pune,258281121,37.8,trunk,2,40,0,16,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.40824,1.8,1.0,0.734832,7.34832,0.9655967989763022,0.9997303,1,0.998874546256382,1,0.6918532,1,1,-1,Uncategorised
Delhi,749606300,74.7,secondary,1,40,1,11,4,0,0,1,0,0,1.3,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.4183199999999999,1.8,1.065,0.8019194399999999,5.3676,0.9550706591285516,0.99037397,1,0.993323088787383,1,0.69129163,1,1,-1,Uncategorised
Delhi,77766257,119.4,secondary,1,40,1,56,4,0,3,0,0,0,3.6,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.66864,1.8,1.18,1.4201913599999998,5.947199999999999,0.9903794333697528,0.99834,1,0.9985019866311133,1,0.867846,1,1,0,Monsoon-Exposure Segment
Pune,232801422,1772.0,trunk,2,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,19.137600000000003,1.0,1.0,19.137600000000003,5.4,0.9520432568156196,0.99989235,1,0.9981813872191134,1,0.6333255,1,0,-1,Uncategorised
Pune,855720185,31.4,primary,1,40,1,35,5,2,0,0,0,0,3.0,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,8.2,0.25748,1.8,1.15,0.5329835999999999,5.329835999999999,0.8899008703580775,0.90934503,1,0.5945144461585227,1,0.37965715,0,1,-1,Uncategorised
Pune,211275173,27.1,trunk,3,40,1,22,6,0,5,1,0,0,7.3,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,0.29268,1.8,1.365,0.71911476,7.191147599999999,0.9885121530622776,0.9994808,1,0.9928170241339647,1,0.9656225,1,1,-1,Uncategorised
Pune,191165929,67.3,secondary,1,40,0,14,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.3768799999999999,1.8,1.0,0.6783839999999999,5.039999999999999,0.9673483573453676,0.9986411,1,0.9739583580154142,1,0.5760274,1,1,-1,Uncategorised
Pune,22840788,72.5,trunk,1,50,0,11,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.783,1.8,1.0,1.4094,9.72,0.9985114181162654,0.99995077,1,0.9999973447801985,1,0.9716993,1,1,-1,Uncategorised
Pune,723318077,55.5,primary,1,40,0,21,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.4550999999999999,1.8,1.0,0.8191799999999999,7.38,0.980728528996332,0.9994511,1,0.9999583626188159,1,0.45606768,0,1,1,Long Arterial Segment
Pune,1119832298,1680.7,trunk,1,40,1,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,18.15156,1.0,1.0,18.15156,5.4,0.988630540794226,0.9998,1,0.9987550346652115,1,0.95970273,1,0,-1,Uncategorised
Delhi,"[557760418, 1312775637, 1312775640, 44316349, 28121535]",592.6,secondary,3,40,1,18,4,0,2,1,1,0,4.7,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,3.31856,1.8,1.235,7.37715888,6.2244,0.9890293204947608,0.97440356,1,0.9994017367154697,1,0.92672634,1,1,-1,Uncategorised
Delhi,"[839654784, 1055024657]",90.3,primary,2,40,1,39,5,0,1,0,0,1,2.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,0.7404599999999999,1.8,1.1,1.4661108,8.118,0.9923895396344908,0.99668014,1,0.9999927997653338,1,0.90577245,1,1,-1,Uncategorised
Pune,212699926,158.3,trunk,1,40,1,6,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.7096400000000005,1.48,1.0,2.5302672000000004,7.992,0.992652569756758,0.99972934,1,0.9998314492450923,1,0.89476144,1,1,3,Healthcare Corridor Risk
Pune,231733616,280.3,secondary,1,40,0,10,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,1.56968,1.8,1.0,2.825424,5.04,0.9547978301015476,0.99823076,1,0.9662000251270492,1,0.5322329,1,1,-1,Uncategorised
Pune,813965753,387.1,primary,3,40,1,5,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,3.17422,1.4,1.0,4.443908,5.739999999999999,0.9886945899034844,0.9597225,1,0.9847495721820151,1,0.95156914,1,1,-1,Uncategorised
Pune,242690113,932.1,primary,2,40,0,33,5,0,3,0,0,0,3.6,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,8.2,7.643219999999999,1.8,1.18,16.23419928,8.7084,0.95902962260568,0.9973163,1,0.9999951964925711,1,0.49674356,0,1,-1,Uncategorised
Delhi,1426814344,336.8,secondary,1,40,1,11,4,1,0,1,0,0,2.8,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,1.88608,1.8,1.14,3.87023616,5.7456,0.9568450747915632,0.98640245,1,0.9944654087712597,1,0.356769,0,1,-1,Uncategorised
Delhi,1118691951,290.9,trunk,4,100,1,13,6,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,1,1,0,1,3,1,10.8,3.14172,1.8,1.05,5.9378508,10.206,0.991597135774606,0.9996302,1,0.999999048397952,1,0.9942935,1,1,-1,Uncategorised
Pune,857999098,125.6,primary,1,40,0,21,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.02992,1.8,1.0,1.853856,7.38,0.980742468964928,0.999574,1,0.9999601043594184,1,0.41877267,0,1,1,Long Arterial Segment
Delhi,614072017,109.5,secondary,3,40,1,26,4,2,0,1,2,0,6.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.6132,1.8,1.315,1.4514444,6.627599999999999,0.9930110272738036,0.998359,1,0.9992423041753825,1,0.96043736,1,1,1,Long Arterial Segment
Delhi,945005036,110.8,secondary,1,40,1,17,4,0,0,0,2,2,3.6,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.6204799999999999,1.8,1.18,1.3178995199999997,5.947199999999999,0.9777085402003416,0.96886784,1,0.9973575806678122,1,0.86264104,1,1,-1,Uncategorised
Delhi,1080286218,117.9,secondary,1,40,1,20,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.66024,1.8,1.0,1.1884320000000002,5.040000000000001,0.9823206180124328,0.9965655,1,0.98663384194998,1,0.8361227,1,1,2,Long Arterial Segment
Pune,1105114945,51.3,secondary,1,40,0,26,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.28728,1.8,1.0,0.517104,5.040000000000001,0.9573979642838952,0.9967501,1,0.9714639345621172,1,0.33434564,0,1,-1,Uncategorised
Pune,857231241,172.3,primary,1,40,1,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.41286,1.24,1.0,1.7519464,5.084,0.9795200504479252,0.9807202,1,0.967159486765555,1,0.90305614,1,0,-1,Uncategorised
Delhi,77629890,260.5,primary,1,40,1,21,5,2,1,0,0,0,4.2,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,2.1361,1.8,1.21,4.6524258,8.9298,0.9816197586377694,0.9929483,1,0.9999965257738718,1,0.41915277,0,1,-1,Uncategorised
Pune,859114382,60.6,primary,1,40,1,19,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.49692,1.8,1.0,0.8944559999999999,7.379999999999999,0.9885685646687086,0.9942992,1,0.999979630047398,1,0.9268482,1,1,1,Long Arterial Segment
Pune,"[1473565596, 1473565765, 1473565766]",611.4,trunk,2,40,1,2,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,6.60312,1.16,1.0,7.659619199999999,6.263999999999999,0.9941996207190704,0.9996008,1,0.9992268334191408,1,0.9346209,1,0,-1,Uncategorised
Pune,125860931,62.8,primary,1,40,1,20,5,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.51496,1.8,1.06,0.98254368,7.8228,0.9835116499136656,0.9965798,1,0.999990140626202,1,0.8603199,1,1,-1,Uncategorised
Pune,8459984,83.6,primary,1,40,0,7,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.6855199999999999,1.56,1.0,1.0694111999999998,6.395999999999999,0.9827859382632962,0.9978173,1,0.9889495232768496,1,0.4907324,0,1,-1,Uncategorised
Delhi,1274781020,57.8,secondary,2,40,0,13,4,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.3236799999999999,1.8,1.075,0.6263207999999999,5.417999999999999,0.9716897409583654,0.99776876,1,0.9806801739974478,1,0.41095752,0,1,-1,Uncategorised
Pune,293714123,265.8,primary,1,40,0,5,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,2.17956,1.4,1.0,3.051384,5.739999999999999,0.982018043440773,0.9970329,1,0.9698677555693459,1,0.531857,1,1,1,Long Arterial Segment
Delhi,370546886,128.2,secondary,1,40,0,14,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.7179199999999999,1.8,1.0,1.2922559999999998,5.04,0.952232282687839,0.99772817,1,0.9696047921227499,1,0.08391507,0,1,-1,Uncategorised
Delhi,570896882,137.5,primary,1,40,1,11,5,0,0,0,1,1,1.8,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,1.1275,1.8,1.09,2.212155,8.0442,0.97111011445649,0.9371483,1,0.9999889510523363,1,0.7261817,1,1,-1,Uncategorised
Delhi,314638640,73.8,secondary,2,40,1,43,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.41328,1.8,1.0,0.743904,5.04,0.971775334061618,0.9974401,1,0.9875633615881432,1,0.9573668,1,1,0,Monsoon-Exposure Segment
Pune,570498696,147.5,primary,1,40,0,4,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.2095,1.32,1.0,1.59654,5.412,0.9826906621642518,0.99793905,1,0.9641232851261508,1,0.5671231,1,0,1,Long Arterial Segment
Pune,223674050,118.0,secondary,1,40,0,25,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.6607999999999999,1.8,1.0,1.1894399999999998,5.039999999999999,0.960692234643019,0.99859804,1,0.9744144342774563,1,0.30413184,0,1,-1,Uncategorised
Pune,446833691,121.6,secondary,1,40,0,10,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.6809599999999999,1.8,1.0,1.225728,5.039999999999999,0.9675762332987992,0.9983595,1,0.9633945760544418,1,0.5842381,1,1,-1,Uncategorised
Pune,217631140,167.4,trunk,1,40,0,4,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,1.80792,1.32,1.0,2.3864544,7.128,0.9849154675358744,0.99992156,1,0.9996830059814095,1,0.5671231,1,0,-1,Uncategorised
Pune,1209270969,54.1,primary,1,40,0,11,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.4436199999999999,1.8,1.0,0.7985159999999999,7.379999999999998,0.9849344927981176,0.99940526,1,0.9999569266720815,1,0.6283286,1,1,-1,Uncategorised
Pune,1133512585,1158.9,trunk,2,40,1,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,12.516120000000004,1.0,1.0,12.516120000000004,5.4,0.9965167091802576,0.9998221,1,0.9990534086637396,1,0.98260975,1,0,-1,Uncategorised
Pune,1374018429,91.0,primary,1,40,0,9,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.7462,1.72,1.0,1.283464,7.052,0.9827626386715947,0.9977373,1,0.998372845012911,1,0.51507366,1,1,1,Long Arterial Segment
Pune,1151106926,243.3,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.99506,1.24,1.0,2.4738744,5.084,0.9814723009077518,0.9977912,1,0.9504615471132771,1,0.5515693,1,0,-1,Uncategorised
Pune,1380233191,266.8,trunk,1,40,0,18,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,2.8814400000000004,1.8,1.0,5.186592000000001,9.72,0.9815217733224206,0.99995387,1,0.9999972827253842,1,0.28594476,0,1,1,Long Arterial Segment
Pune,824120941,213.9,primary,1,40,0,16,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.75398,1.8,1.0,3.157164,7.379999999999999,0.9779078535230964,0.9995455,1,0.9999638306108626,1,0.3046832,0,1,-1,Uncategorised
